model,variable,rolling_years,cluster_method,optimize,timestamp,clustering_params,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id,time_duration,time_duration_timesteps,time_end,time_end_timestep,time_iqr_50,time_iqr_68,time_iqr_90,time_mean,time_mean_shift_magnitude,time_median,time_median_activity_time,time_membership_peak,time_membership_peak_density,time_pooled_median_transition_time,time_pooled_std_transition_time,time_start,time_start_timestep,time_std,time_steepest_gradient,time_steepest_gradient_timestep,time_value_at_end,time_value_at_iqr_90_end,time_value_at_iqr_90_start,time_value_at_start,time_value_change,time_value_change_iqr_90,general_stats_error
GFDL-ESM4,treeFrac,1,SpaceTimeDBSCAN,False,2026-07-22T01:46:58.616999,"{'spatial_eps': 500, 'temporal_eps': 0.8, 'min_samples': 12}",treeFrac_dts_cluster,2,138,70.3,97,2,"[0, 1]",0,0.921685263736947,30,3.903695270543949,145,"(3.3276592514013146, 3.6792374724354886)","(3.199395498428885, 3.7690333093592017)","(2.982010006807002, 3.7977065797741147)",3.4676622197420235,-22.626928329467773,3.4247374287954813,3.4247374287954813,3.3599851996569328,0.0021337126600284497,3.392357049355894,0.2596574712854682,2.982010006807002,115,0.27340558445086205,3.7690333093592017,139.0,14.867755889892578,16.1104793548584,43.644962310791016,43.644962310791016,-28.777206420898438,-27.534482955932617,'GeneralStats' object has no attribute 'all_stats'
GFDL-ESM4,treeFrac,1,SpaceTimeDBSCAN,False,2026-07-22T01:46:58.616999,"{'spatial_eps': 500, 'temporal_eps': 0.8, 'min_samples': 12}",treeFrac_dts_cluster,2,138,70.3,97,2,"[0, 1]",1,1.1851965459025564,39,2.2520251727821687,91,"(1.5195510213519015, 2.18770030336168)","(1.374502143556299, 2.2520251727821687)","(1.0668286268796123, 2.2520251727821687)",1.6187135982211107,-31.57573890686035,1.5642735987284198,1.5642735987284198,2.2520251727821687,0.002844950213371266,1.7178789137780939,0.38294598357879467,1.0668286268796123,52,0.3316887707556639,1.2614904274688001,58.0,1.950936198234558,1.950936198234558,44.77091979980469,44.77091979980469,-42.81998360157013,-42.81998360157013,'GeneralStats' object has no attribute 'all_stats'
