model,variable,rolling_years,cluster_method,optimize,timestamp,clustering_params,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id
GFDL-ESM4,treeFrac,1,SpaceTimeDBSCAN,False,2026-07-22T01:45:45.163553,"{'spatial_eps': 400, 'temporal_eps': 1.0, 'min_samples': 10}",treeFrac_dts_cluster,0,138,100.0,138,0,[],
