model,variable,rolling_years,shift_method_name,cluster_method_name,method,shift_direction,shift_selection,optimize,optimize_params,optimize_objective,optimize_direction,optimize_n_trials,run_name,best_trial,best_score,best_spatial_eps,best_temporal_eps,best_min_samples,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id,time_duration,time_duration_timesteps,time_end,time_end_timestep,time_iqr_50,time_iqr_68,time_iqr_90,time_mean,time_mean_shift_magnitude,time_median,time_median_activity_time,time_membership_peak,time_membership_peak_density,time_pooled_median_transition_time,time_pooled_std_transition_time,time_start,time_start_timestep,time_std,time_steepest_gradient,time_steepest_gradient_timestep,time_value_at_end,time_value_at_iqr_90_end,time_value_at_iqr_90_start,time_value_at_start,time_value_change,time_value_change_iqr_90,general_stats_error
TaiESM1,MCWD,10,ASDETECT(),SpaceTimeDBSCAN,SpaceTimeDBSCAN,negative,local,True,"{'spatial_eps': (500.0, 2000.0), 'temporal_eps': (0.1, 0.5), 'min_samples': (10, 50)}",mean_spatial_autocorrelation,maximize,1000,TaiESM1/MCWD/smooth10yr/SpaceTimeDBSCAN_sp500-2000_t0p1-0p5_ms10-50_mean_spatial_autocorrelation_n1000_negative_local,63,0.4094,981.1678937810915,0.11331227642542166,11,MCWD_dts_cluster,1,36,66.7,24,1,[0],0,0.16301643206048766,5,0.7222233469075263,20,"(0.6230619384224383, 0.6556675627495565)","(0.5909084468796664, 0.6887230752230948)","(0.5592069148470387, 0.7222233469075263)",0.6399652141715535,-29.398992750193514,0.6393647505859974,0.6393647505859974,0.6230619384224383,0.005681818181818182,0.6230619384224383,0.03657131846513553,0.5592069148470387,15,0.055684353314559815,0.7222233469075263,19.0,-284.6213721663013,-284.6213721663013,-255.30012203975622,-255.30012203975622,-29.321250126545067,-29.321250126545067,'GeneralStats' object has no attribute 'all_stats'
