model,variable,cluster_method,optimize,optimize_objective,optimize_params,optimize_n_trials,best_trial,best_score,best_spatial_eps,best_temporal_eps,best_min_samples,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id,time_duration,time_duration_timesteps,time_end,time_end_timestep,time_iqr_50,time_iqr_68,time_iqr_90,time_mean,time_mean_shift_magnitude,time_median,time_median_activity_time,time_membership_peak,time_membership_peak_density,time_pooled_median_transition_time,time_pooled_std_transition_time,time_start,time_start_timestep,time_std,time_steepest_gradient,time_steepest_gradient_timestep,time_value_at_end,time_value_at_iqr_90_end,time_value_at_iqr_90_start,time_value_at_start,time_value_change,time_value_change_iqr_90,general_stats_error
GFDL-ESM4,treeFrac,SpaceTimeDBSCAN,True,mean_spatial_autocorrelation,"{'spatial_eps': (300.0, 1000.0), 'temporal_eps': (0.2, 0.8), 'min_samples': (9, 50)}",1000,301,0.7094,410.95160419978794,0.5864829807042831,10,treeFrac_dts_cluster,1,141,89.4,126,1,[0],0,0.47004732837280017,15,3.7977065797742853,141,"(3.3599851996571033, 3.709715317270195)","(3.327659251401485, 3.709715317270195)","(3.327659251401485, 3.7977065797742853)",3.522755102183652,-14.638631820678711,3.4731487620744588,3.4731487620744588,3.3599851996571033,0.003125,3.3923570493561215,0.16367483756489387,3.327659251401485,126,0.16488174972749572,3.7977065797742853,140.0,21.428686141967773,21.428686141967773,37.38302230834961,37.38302230834961,-15.954336166381836,-15.954336166381836,'GeneralStats' object has no attribute 'all_stats'
