model,variable,rolling_years,method,shift_direction,shift_selection,optimize,optimize_params,optimize_objective,optimize_direction,optimize_n_trials,run_name,best_trial,best_score,best_spatial_eps,best_temporal_eps,best_min_samples,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id,time_duration,time_duration_timesteps,time_end,time_end_timestep,time_iqr_50,time_iqr_68,time_iqr_90,time_mean,time_mean_shift_magnitude,time_median,time_membership_peak,time_membership_peak_density,time_start,time_start_timestep,time_std,time_steepest_gradient,time_steepest_gradient_timestep,time_value_at_end,time_value_at_iqr_90_end,time_value_at_iqr_90_start,time_value_at_start,time_value_change,time_value_change_iqr_90,general_stats_error
GFDL-ESM4,MCWD,10,SpaceTimeDBSCAN,negative,local,True,"{'spatial_eps': (500.0, 2000.0), 'temporal_eps': (0.1, 0.5), 'min_samples': (10, 50)}",mean_spatial_autocorrelation,maximize,1000,GFDL-ESM4/MCWD/smooth10yr/SpaceTimeDBSCAN_sp500-2000_t0p1-0p5_ms10-50_mean_spatial_autocorrelation_n1000_negative_local,25,0.8313,673.3737893896041,0.17264045559645527,10,MCWD_dts_cluster,1,18,22.2,4,1,[0],0,0.19425298951199466,7,1.2334917909914225,52,"(1.0668286268798397, 1.1221685334743938)","(1.0668286268798397, 1.1777155935244537)","(1.0392388014794278, 1.2334917909914225)",1.1408356705655933,-61.93237676455021,1.1499420634994237,1.0668286268798397,0.008333333333333333,1.0392388014794278,45,0.07104380663128164,1.0668286268798397,45.0,-359.93715473348857,-359.93715473348857,-284.3425066326745,-284.3425066326745,-75.59464810081408,-75.59464810081408,'GeneralStats' object has no attribute 'all_stats'
