model,variable,rolling_years,cluster_method,optimize,timestamp,clustering_params,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id,time_duration,time_duration_timesteps,time_end,time_end_timestep,time_iqr_50,time_iqr_68,time_iqr_90,time_mean,time_mean_shift_magnitude,time_median,time_median_activity_time,time_membership_peak,time_membership_peak_density,time_pooled_median_transition_time,time_pooled_std_transition_time,time_start,time_start_timestep,time_std,time_steepest_gradient,time_steepest_gradient_timestep,time_value_at_end,time_value_at_iqr_90_end,time_value_at_iqr_90_start,time_value_at_start,time_value_change,time_value_change_iqr_90,general_stats_error
GFDL-ESM4,grassFrac,1,SpaceTimeDBSCAN,False,2026-07-22T01:34:15.465258,"{'spatial_eps': 500, 'temporal_eps': 1.0, 'min_samples': 15}",grassFrac_dts_cluster,2,125,71.2,89,2,"[0, 1]",0,1.5686707617223874,51,3.852621763870957,143,"(3.0124421273184794, 3.4247374287954813)","(2.7133595516650644, 3.521560095353152)","(2.315708458128711, 3.521560095353152)",3.0660627853081905,23.90110969543457,3.1994845839283528,3.1994845839283528,3.521560095353152,0.0021337126600284497,3.2632609952426037,0.4008634884520065,2.2839510021485694,92,0.44078183484328115,3.199395498428885,121.0,42.05225372314453,35.69378662109375,23.775413513183594,22.885395050048828,19.166858673095703,11.918373107910156,'GeneralStats' object has no attribute 'all_stats'
GFDL-ESM4,grassFrac,1,SpaceTimeDBSCAN,False,2026-07-22T01:34:15.465258,"{'spatial_eps': 500, 'temporal_eps': 1.0, 'min_samples': 15}",grassFrac_dts_cluster,2,125,71.2,89,2,"[0, 1]",1,1.079860694881063,35,3.852621763870957,143,"(2.921677639262441, 3.617032454931973)","(2.891729227991334, 3.7977065797741147)","(2.772761068989894, 3.852621763870957)",3.3110745315548913,21.420148849487305,3.3600081503786043,3.3600081503786043,3.617032454931973,0.0021337126600284497,3.392357049355894,0.36742408338856697,2.772761068989894,108,0.3810797341252839,3.7977065797741147,140.0,54.30426025390625,54.30426025390625,37.46344757080078,37.46344757080078,16.84081268310547,16.84081268310547,'GeneralStats' object has no attribute 'all_stats'
