model,variable,rolling_years,method,shift_direction,shift_selection,optimize,optimize_params,optimize_objective,optimize_direction,optimize_n_trials,run_name,best_trial,best_score,best_spatial_eps,best_temporal_eps,best_min_samples,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id,time_duration,time_duration_timesteps,time_end,time_end_timestep,time_iqr_50,time_iqr_68,time_iqr_90,time_mean,time_mean_shift_magnitude,time_median,time_membership_peak,time_membership_peak_density,time_start,time_start_timestep,time_std,time_steepest_gradient,time_steepest_gradient_timestep,time_value_at_end,time_value_at_iqr_90_end,time_value_at_iqr_90_start,time_value_at_start,time_value_change,time_value_change_iqr_90,general_stats_error
GFDL-ESM4,treeFrac,3,SpaceTimeDBSCAN,negative,local,True,"{'spatial_eps': (500.0, 2000.0), 'temporal_eps': (0.1, 0.5), 'min_samples': (10, 50)}",mean_spatial_autocorrelation,maximize,1000,GFDL-ESM4/treeFrac/smooth3yr/SpaceTimeDBSCAN_sp500-2000_t0p1-0p5_ms10-50_mean_spatial_autocorrelation_n1000_negative_local,268,0.7827,558.1436131904239,0.109534237019021,10,treeFrac_dts_cluster,1,185,92.4,171,1,[0],0,0.05094592853873792,2,0.6358325171404999,35,"(0.6102123594711202, 0.6358325171404999)","(0.6102123594711202, 0.6358325171404999)","(0.584886588601762, 0.6358325171404999)",0.6103104884044607,-1.1938505172729492,0.6102123594711202,0.6358325171404999,0.009375,0.584886588601762,33,0.020798703976197114,0.6102123594711202,33.0,0.008000406436622143,0.008000406436622143,0.011101478710770607,0.011101478710770607,-0.003101072274148464,-0.003101072274148464,'GeneralStats' object has no attribute 'all_stats'
