model,variable,rolling_years,cluster_method,optimize,timestamp,optimize_objective,optimize_params,optimize_n_trials,best_trial,best_score,best_spatial_eps,best_temporal_eps,best_min_samples,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id,time_duration,time_duration_timesteps,time_end,time_end_timestep,time_iqr_50,time_iqr_68,time_iqr_90,time_mean,time_mean_shift_magnitude,time_median,time_median_activity_time,time_membership_peak,time_membership_peak_density,time_pooled_median_transition_time,time_pooled_std_transition_time,time_start,time_start_timestep,time_std,time_steepest_gradient,time_steepest_gradient_timestep,time_value_at_end,time_value_at_iqr_90_end,time_value_at_iqr_90_start,time_value_at_start,time_value_change,time_value_change_iqr_90,general_stats_error
GFDL-ESM4,cVeg,1,SpaceTimeDBSCAN,True,2026-07-22T04:05:28.584285,combined_spatial_nonlinearity,"{'spatial_eps': (100, 300.0), 'temporal_eps': (0.01, 1.0), 'min_samples': (2, 10)}",1000,568,1.0743,245,0.032118045567562065,2,cVeg_dts_cluster,4,47,66.0,31,4,"[0, 1, 2, 3]",0,0.032087218220283376,1,2.2520251727821687,91,"(2.2199379545618854, 2.2199379545618854)","(2.2199379545618854, 2.2520251727821687)","(2.2199379545618854, 2.2520251727821687)",2.235981563672027,-2.8015384674072266,2.235981563672027,2.235981563672027,2.2199379545618854,0.004978662873399715,2.2199379545618854,0.0,2.2199379545618854,90,0.016043609110141688,2.2520251727821687,90.0,10.650988578796387,10.650988578796387,11.67740249633789,11.67740249633789,-1.026413917541504,-1.026413917541504,'GeneralStats' object has no attribute 'all_stats'
GFDL-ESM4,cVeg,1,SpaceTimeDBSCAN,True,2026-07-22T04:05:28.584285,combined_spatial_nonlinearity,"{'spatial_eps': (100, 300.0), 'temporal_eps': (0.01, 1.0), 'min_samples': (2, 10)}",1000,568,1.0743,245,0.032118045567562065,2,cVeg_dts_cluster,4,47,66.0,31,4,"[0, 1, 2, 3]",1,0.03192582936640065,1,2.2839510021485694,92,"(2.2520251727821687, 2.2839510021485694)","(2.2520251727821687, 2.2839510021485694)","(2.2520251727821687, 2.2839510021485694)",2.267988087465369,-2.9847822189331055,2.267988087465369,2.267988087465369,2.2520251727821687,0.001422475106685633,2.2520251727821687,0.015049980293324345,2.2520251727821687,91,0.015962914683200324,2.2839510021485694,91.0,13.436920166015625,13.436920166015625,16.795602798461914,16.795602798461914,-3.358682632446289,-3.358682632446289,'GeneralStats' object has no attribute 'all_stats'
GFDL-ESM4,cVeg,1,SpaceTimeDBSCAN,True,2026-07-22T04:05:28.584285,combined_spatial_nonlinearity,"{'spatial_eps': (100, 300.0), 'temporal_eps': (0.01, 1.0), 'min_samples': (2, 10)}",1000,568,1.0743,245,0.032118045567562065,2,cVeg_dts_cluster,4,47,66.0,31,4,"[0, 1, 2, 3]",2,0.03175745598014146,1,2.315708458128711,93,"(2.2839510021485694, 2.315708458128711)","(2.2839510021485694, 2.315708458128711)","(2.2839510021485694, 2.315708458128711)",2.29982973013864,-1.2654962539672852,2.29982973013864,2.29982973013864,2.315708458128711,0.0007112375533428165,2.29982973013864,0.01587872799007073,2.2839510021485694,92,0.01587872799007073,2.315708458128711,92.0,11.377350807189941,11.377350807189941,12.642847061157227,12.642847061157227,-1.2654962539672852,-1.2654962539672852,'GeneralStats' object has no attribute 'all_stats'
GFDL-ESM4,cVeg,1,SpaceTimeDBSCAN,True,2026-07-22T04:05:28.584285,combined_spatial_nonlinearity,"{'spatial_eps': (100, 300.0), 'temporal_eps': (0.01, 1.0), 'min_samples': (2, 10)}",1000,568,1.0743,245,0.032118045567562065,2,cVeg_dts_cluster,4,47,66.0,31,4,"[0, 1, 2, 3]",3,0.032087218220283376,1,2.2520251727821687,91,"(2.2199379545618854, 2.2520251727821687)","(2.2199379545618854, 2.2520251727821687)","(2.2199379545618854, 2.2520251727821687)",2.235981563672027,-1.6655020713806152,2.235981563672027,2.235981563672027,2.2520251727821687,0.0007112375533428165,2.2199379545618854,0.0,2.2199379545618854,90,0.016043609110141688,2.2520251727821687,90.0,5.298015594482422,5.298015594482422,6.963517665863037,6.963517665863037,-1.6655020713806152,-1.6655020713806152,'GeneralStats' object has no attribute 'all_stats'
