model,variable,rolling_years,cluster_method,optimize,timestamp,clustering_params,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id,time_duration,time_duration_timesteps,time_end,time_end_timestep,time_iqr_50,time_iqr_68,time_iqr_90,time_mean,time_mean_shift_magnitude,time_median,time_median_activity_time,time_membership_peak,time_membership_peak_density,time_pooled_median_transition_time,time_pooled_std_transition_time,time_start,time_start_timestep,time_std,time_steepest_gradient,time_steepest_gradient_timestep,time_value_at_end,time_value_at_iqr_90_end,time_value_at_iqr_90_start,time_value_at_start,time_value_change,time_value_change_iqr_90,general_stats_error
GFDL-ESM4,grassFrac,1,SpaceTimeDBSCAN,False,2026-07-22T01:42:32.817495,"{'spatial_eps': 500, 'temporal_eps': 1.0, 'min_samples': 14}",grassFrac_dts_cluster,2,125,68.8,86,2,"[0, 1]",0,1.5686707617223874,51,3.852621763870957,143,"(3.0124421273184794, 3.4247374287954813)","(2.7133595516650644, 3.521560095353152)","(2.315708458128711, 3.521560095353152)",3.0660627853081905,23.90110969543457,3.1994845839283528,3.1994845839283528,3.521560095353152,0.0021337126600284497,3.2632609952426037,0.4008634884520065,2.2839510021485694,92,0.44078183484328115,3.199395498428885,121.0,42.05225372314453,35.69378662109375,23.775413513183594,22.885395050048828,19.166858673095703,11.918373107910156,'GeneralStats' object has no attribute 'all_stats'
GFDL-ESM4,grassFrac,1,SpaceTimeDBSCAN,False,2026-07-22T01:42:32.817495,"{'spatial_eps': 500, 'temporal_eps': 1.0, 'min_samples': 14}",grassFrac_dts_cluster,2,125,68.8,86,2,"[0, 1]",1,1.4011599699738326,46,3.903695270543949,145,"(2.891729227991334, 3.617032454931973)","(2.772761068989894, 3.7977065797741147)","(2.5025353005701163, 3.903695270543949)",3.250773292262837,25.024187088012695,3.3276592514013146,3.3276592514013146,3.617032454931973,0.0021337126600284497,3.3276592514013146,0.4107691269528758,2.5025353005701163,99,0.45846758529096765,3.4247374287954813,128.0,60.528324127197266,60.528324127197266,31.243864059448242,31.243864059448242,29.284460067749023,29.284460067749023,'GeneralStats' object has no attribute 'all_stats'
