model,variable,rolling_years,shift_method_name,cluster_method_name,method,shift_direction,shift_selection,optimize,optimize_params,optimize_objective,optimize_direction,optimize_n_trials,run_name,best_trial,best_score,best_spatial_eps,best_temporal_eps,best_min_samples,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id,time_duration,time_duration_timesteps,time_end,time_end_timestep,time_iqr_50,time_iqr_68,time_iqr_90,time_mean,time_mean_shift_magnitude,time_median,time_median_activity_time,time_membership_peak,time_membership_peak_density,time_pooled_median_transition_time,time_pooled_std_transition_time,time_start,time_start_timestep,time_std,time_steepest_gradient,time_steepest_gradient_timestep,time_value_at_end,time_value_at_iqr_90_end,time_value_at_iqr_90_start,time_value_at_start,time_value_change,time_value_change_iqr_90,general_stats_error
GFDL-ESM4,grassFrac,1,ASDETECT(),SpaceTimeDBSCAN,SpaceTimeDBSCAN,positive,local,True,"{'spatial_eps': (500.0, 2000.0), 'temporal_eps': (0.1, 0.5), 'min_samples': (10, 50)}",mean_spatial_autocorrelation,maximize,1000,GFDL-ESM4/grassFrac/annual/SpaceTimeDBSCAN_sp500-2000_t0p1-0p5_ms10-50_mean_spatial_autocorrelation_n1000_positive_local,83,0.5955,1691.3975749645988,0.22255263624028063,18,grassFrac_dts_cluster,2,137,48.2,66,2,"[0, 1]",0,0.7674540609183964,25,3.9036952705440626,145,"(3.3923570493561215, 3.7977065797742853)","(3.327659251401485, 3.8256002458672356)","(3.1677201620159963, 3.9036952705440626)",3.536169179029954,12.072647094726562,3.553595152729656,3.553595152729656,3.7977065797742853,0.005208333333333333,3.5695161489513225,0.23802526028708906,3.136241209625666,120,0.24076991907051876,3.7977065797742853,140.0,44.50151062011719,44.50151062011719,32.30352783203125,31.581443786621094,12.920066833496094,12.197982788085938,'GeneralStats' object has no attribute 'all_stats'
GFDL-ESM4,grassFrac,1,ASDETECT(),SpaceTimeDBSCAN,SpaceTimeDBSCAN,positive,local,True,"{'spatial_eps': (500.0, 2000.0), 'temporal_eps': (0.1, 0.5), 'min_samples': (10, 50)}",mean_spatial_autocorrelation,maximize,1000,GFDL-ESM4/grassFrac/annual/SpaceTimeDBSCAN_sp500-2000_t0p1-0p5_ms10-50_mean_spatial_autocorrelation_n1000_positive_local,83,0.5955,1691.3975749645988,0.22255263624028063,18,grassFrac_dts_cluster,2,137,48.2,66,2,"[0, 1]",1,0.36055224720888646,12,3.0739117988741214,118,"(2.7727610689900644, 2.951763134798341)","(2.7727610689900644, 3.01244212731865)","(2.713359551665235, 3.0430713153531883)",2.892623358795072,13.302154541015625,2.9067034336270297,2.9067034336270297,2.7727610689900644,0.005208333333333333,2.9216776392626116,0.10710446424518161,2.713359551665235,106,0.12296283981064426,2.802440810942983,108.0,54.668182373046875,52.5106201171875,41.451866149902344,41.451866149902344,13.216316223144531,11.058753967285156,'GeneralStats' object has no attribute 'all_stats'
