model,variable,rolling_years,cluster_method,optimize,timestamp,optimize_objective,optimize_params,optimize_n_trials,best_trial,best_score,best_spatial_eps,best_temporal_eps,best_min_samples,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id,time_duration,time_duration_timesteps,time_end,time_end_timestep,time_iqr_50,time_iqr_68,time_iqr_90,time_mean,time_mean_shift_magnitude,time_median,time_median_activity_time,time_membership_peak,time_membership_peak_density,time_pooled_median_transition_time,time_pooled_std_transition_time,time_start,time_start_timestep,time_std,time_steepest_gradient,time_steepest_gradient_timestep,time_value_at_end,time_value_at_iqr_90_end,time_value_at_iqr_90_start,time_value_at_start,time_value_change,time_value_change_iqr_90,general_stats_error
TaiESM1,AnnualRainfall,10,SpaceTimeDBSCAN,True,2026-07-22T15:37:57.572269,mean_spatial_autocorrelation,"{'spatial_eps': (300.0, 1000.0), 'temporal_eps': (0.2, 1.0), 'min_samples': (5, 30)}",1000,58,0.9895,361.8132405932499,0.40080217026841375,5,AnnualRainfall_dts_cluster,2,69,75.4,52,2,"[0, 1]",0,0.16745113365567477,5,0.7905130720779994,23,"(0.6556675627494428, 0.6887230752229812)","(0.6230619384223246, 0.7222233469074126)","(0.6230619384223246, 0.7905130720779994)",0.6960377990760321,-71.59004302968242,0.6887230752229812,0.6887230752229812,0.6556675627494428,0.001977587343441002,0.6556675627494428,0.03845274330820789,0.6230619384223246,18,0.05765413693445797,0.7561583520704858,21.0,1191.1751987763455,1191.1751987763455,1266.9453561147566,1266.9453561147566,-75.77015733841108,-75.77015733841108,'GeneralStats' object has no attribute 'all_stats'
TaiESM1,AnnualRainfall,10,SpaceTimeDBSCAN,True,2026-07-22T15:37:57.572269,mean_spatial_autocorrelation,"{'spatial_eps': (300.0, 1000.0), 'temporal_eps': (0.2, 1.0), 'min_samples': (5, 30)}",1000,58,0.9895,361.8132405932499,0.40080217026841375,5,AnnualRainfall_dts_cluster,2,69,75.4,52,2,"[0, 1]",1,0.13309641364816116,4,0.7561583520704858,22,"(0.6556675627494428, 0.7561583520704858)","(0.6556675627494428, 0.7561583520704858)","(0.6230619384223246, 0.7561583520704858)",0.6891668550745293,-57.24832037332817,0.6887230752229812,0.6887230752229812,0.7561583520704858,0.001977587343441002,0.7222233469074126,0.046975433896651375,0.6230619384223246,18,0.04705922195381027,0.7561583520704858,21.0,1522.2223947964449,1522.2223947964449,1583.3552940763548,1583.3552940763548,-61.13289927990991,-61.13289927990991,'GeneralStats' object has no attribute 'all_stats'
