model,variable,rolling_years,cluster_method,optimize,timestamp,clustering_params,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id
GFDL-ESM4,grassFrac,1,SpaceTimeDBSCAN,False,2026-07-22T01:16:04.433789,"{'spatial_eps': 600, 'temporal_eps': 0.5, 'min_samples': 15}",grassFrac_dts_cluster,0,125,100.0,125,0,[],
