model,variable,rolling_years,method,shift_direction,shift_selection,optimize,optimize_params,optimize_objective,optimize_direction,optimize_n_trials,run_name,best_trial,best_score,best_spatial_eps,best_temporal_eps,best_min_samples,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id,time_duration,time_duration_timesteps,time_end,time_end_timestep,time_iqr_50,time_iqr_68,time_iqr_90,time_mean,time_mean_shift_magnitude,time_median,time_membership_peak,time_membership_peak_density,time_start,time_start_timestep,time_std,time_steepest_gradient,time_steepest_gradient_timestep,time_value_at_end,time_value_at_iqr_90_end,time_value_at_iqr_90_start,time_value_at_start,time_value_change,time_value_change_iqr_90,general_stats_error
GFDL-ESM4,cVeg,3,SpaceTimeDBSCAN,negative,local,True,"{'spatial_eps': (500.0, 2000.0), 'temporal_eps': (0.1, 0.5), 'min_samples': (10, 50)}",mean_spatial_autocorrelation,maximize,1000,GFDL-ESM4/cVeg/smooth3yr/SpaceTimeDBSCAN_sp500-2000_t0p1-0p5_ms10-50_mean_spatial_autocorrelation_n1000_negative_local,294,0.7802,878.8728398294244,0.3019599309899544,17,cVeg_dts_cluster,1,91,62.6,57,1,[0],0,0.2532672667920224,8,2.440967570153987,96,"(2.1877003033619644, 2.2199379545621696)","(2.1877003033619644, 2.252025172782396)","(2.1877003033619644, 2.315708458129052)",2.2833817435230706,-5.910209655761719,2.267988087465625,2.1877003033619644,0.023958333333333335,2.1877003033619644,88,0.0816924314784652,2.2199379545621696,88.0,8.916097640991211,9.345263481140137,14.449010848999023,14.449010848999023,-5.5329132080078125,-5.103747367858887,'GeneralStats' object has no attribute 'all_stats'
