model,variable,rolling_years,cluster_method,optimize,timestamp,clustering_params,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id,time_duration,time_duration_timesteps,time_end,time_end_timestep,time_iqr_50,time_iqr_68,time_iqr_90,time_mean,time_mean_shift_magnitude,time_median,time_median_activity_time,time_membership_peak,time_membership_peak_density,time_pooled_median_transition_time,time_pooled_std_transition_time,time_start,time_start_timestep,time_std,time_steepest_gradient,time_steepest_gradient_timestep,time_value_at_end,time_value_at_iqr_90_end,time_value_at_iqr_90_start,time_value_at_start,time_value_change,time_value_change_iqr_90,general_stats_error
GFDL-ESM4,treeFrac,1,SpaceTimeDBSCAN,False,2026-07-22T01:39:19.272933,"{'spatial_eps': 500, 'temporal_eps': 1.0, 'min_samples': 12}",treeFrac_dts_cluster,3,138,63.0,87,3,"[0, 1, 2]",0,1.0418014735518,34,3.903695270543949,145,"(3.199395498428885, 3.6483198958609364)","(2.982010006807002, 3.6792374724354886)","(2.861893796992149, 3.7977065797741147)",3.424393046688461,-22.542797088623047,3.4085472390756877,3.4085472390756877,3.3276592514013146,0.0021337126600284497,3.3599851996569328,0.3003034127675374,2.861893796992149,111,0.3061864814831512,3.1677201620158257,120.0,14.238807678222656,15.782169342041016,40.91310119628906,40.91310119628906,-26.674293518066406,-25.130931854248047,'GeneralStats' object has no attribute 'all_stats'
GFDL-ESM4,treeFrac,1,SpaceTimeDBSCAN,False,2026-07-22T01:39:19.272933,"{'spatial_eps': 500, 'temporal_eps': 1.0, 'min_samples': 12}",treeFrac_dts_cluster,3,138,63.0,87,3,"[0, 1, 2]",1,1.388749622977059,52,1.702164217167649,74,"(0.9568171085199424, 1.46087538987058)","(0.9022113349992651, 1.5492734856156858)","(0.3134145941905899, 1.702164217167649)",1.1917330974213531,-33.44583511352539,1.2056036922576254,1.2056036922576254,0.9568171085199424,0.001422475106685633,1.1501602089353469,0.4367539460761082,0.3134145941905899,22,0.36690779194478745,0.6617121786966322,36.0,8.943603515625,8.943603515625,34.75579833984375,34.75579833984375,-25.81219482421875,-25.81219482421875,'GeneralStats' object has no attribute 'all_stats'
GFDL-ESM4,treeFrac,1,SpaceTimeDBSCAN,False,2026-07-22T01:39:19.272933,"{'spatial_eps': 500, 'temporal_eps': 1.0, 'min_samples': 12}",treeFrac_dts_cluster,3,138,63.0,87,3,"[0, 1, 2]",2,0.7324741514302673,23,2.2520251727821687,91,"(1.7652837048469792, 2.2520251727821687)","(1.7335936103885388, 2.2520251727821687)","(1.5195510213519015, 2.2520251727821687)",1.8916307625462536,-17.598623275756836,1.7652837048469792,1.7652837048469792,2.2520251727821687,0.002844950213371266,2.18770030336168,0.2608815562596052,1.5195510213519015,68,0.28175306854995963,1.5492734856156858,68.0,2.1029727458953857,2.1029727458953857,27.53022003173828,27.53022003173828,-25.427247285842896,-25.427247285842896,'GeneralStats' object has no attribute 'all_stats'
