model,variable,rolling_years,cluster_method,optimize,timestamp,optimize_objective,optimize_params,optimize_n_trials,best_trial,best_score,best_spatial_eps,best_temporal_eps,best_min_samples,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id,time_duration,time_duration_timesteps,time_end,time_end_timestep,time_iqr_50,time_iqr_68,time_iqr_90,time_mean,time_mean_shift_magnitude,time_median,time_median_activity_time,time_membership_peak,time_membership_peak_density,time_pooled_median_transition_time,time_pooled_std_transition_time,time_start,time_start_timestep,time_std,time_steepest_gradient,time_steepest_gradient_timestep,time_value_at_end,time_value_at_iqr_90_end,time_value_at_iqr_90_start,time_value_at_start,time_value_change,time_value_change_iqr_90,general_stats_error
GFDL-ESM4,grassFrac,5,SpaceTimeDBSCAN,True,2026-07-21T20:32:12.763942,mean_spatial_autocorrelation,"{'spatial_eps': (150.0, 800.0), 'temporal_eps': (0.2, 0.7), 'min_samples': (4, 30)}",1000,539,0.8803,774.6965404482017,0.20878585193695753,11,grassFrac_dts_cluster,2,144,84.0,121,2,"[0, 1]",0,0.2884962191699856,9,3.4247374287954813,127,"(3.199395498428885, 3.3276592514013146)","(3.199395498428885, 3.4247374287954813)","(3.1362412096254957, 3.4247374287954813)",3.2866695946123223,6.764617919921875,3.295407579135542,3.295407579135542,3.2632609952426037,0.002844950213371266,3.2632609952426037,0.08020526858333064,3.1362412096254957,118,0.09022815407551635,3.4247374287954813,126.0,32.093299865722656,32.093299865722656,21.725311279296875,21.725311279296875,10.367988586425781,10.367988586425781,'GeneralStats' object has no attribute 'all_stats'
GFDL-ESM4,grassFrac,5,SpaceTimeDBSCAN,True,2026-07-21T20:32:12.763942,mean_spatial_autocorrelation,"{'spatial_eps': (150.0, 800.0), 'temporal_eps': (0.2, 0.7), 'min_samples': (4, 30)}",1000,539,0.8803,774.6965404482017,0.20878585193695753,11,grassFrac_dts_cluster,2,144,84.0,121,2,"[0, 1]",1,0.301150729884057,10,3.073911798873951,116,"(2.891729227991334, 3.043071315353018)","(2.8321416949241893, 3.043071315353018)","(2.772761068989894, 3.073911798873951)",2.9423897793687197,10.603931427001953,2.9517631347981705,2.9517631347981705,3.043071315353018,0.001422475106685633,2.9517631347981705,0.0893960452716851,2.772761068989894,106,0.09304944366216686,2.8024408109428123,106.0,54.56755447387695,54.56755447387695,43.49917221069336,43.49917221069336,11.068382263183594,11.068382263183594,'GeneralStats' object has no attribute 'all_stats'
