model,variable,cluster_method,optimize,timestamp,optimize_objective,optimize_params,optimize_n_trials,cluster_variable,n_clusters_from_log,n_clustered_points,noise_percent,n_noise_points,n_clusters,cluster_ids,cluster_id
GFDL-ESM4,AnnualRainfall,SpaceTimeDBSCAN,True,2026-07-18T20:51:19.025706,mean_spatial_autocorrelation,"{'spatial_eps': (300.0, 1000.0), 'temporal_eps': (0.2, 0.8), 'min_samples': (9, 50)}",1000,AnnualRainfall_dts_cluster,0,10,100.0,10,0,[],
